nhgiscode,gjoin1970,gjoin1980,gjoin1990,gjoin2000,gjoin2010,gjoin2012,state,statefp,statenh,county,countyfp,countynh,tracta,name1970,name1980,name1990,name2000,name2010,name2012,r_wh_1970,r_wh_1980,r_wh_1990,r_wh_2000,r_wh_2010,r_bl_1970,r_bl_1980,r_bl_1990,r_bl_2000,r_bl_2010,r_ai_1970,r_ai_1980,r_ai_1990,r_ai_2000,r_ai_2010,r_as_1970,r_as_1980,r_as_1990,r_as_2000,r_as_2010,r_2m_2000,r_2m_2010,emp_tot_1970,emp_tot_1980,emp_tot_1990,emp_tot_2000,emp_tot_2012,emp_1970,emp_1980,emp_1990,emp_2000,emp_2012,emp_un_1970,emp_un_1980,emp_un_1990,emp_un_2000,emp_un_2012,pov_1970,pov_1980,pov_1990,pov_2000,pov_2012,pop_2012,pop_1980,pop_2000,pop_1970,pop_1990,pop_2010
G4701570021500,G47015700215,G47015700215,G47015700215,,,,Tennessee,47,470,Shelby County,157,1570,21500,Tract  215,State: 47 County: 157 Tract: 215,Tract 215,,,,701.0,1311.0,4827.0,,,1253.0,317.0,294.0,,,0.0,0.0,10.0,,,0.0,0.0,28.0,,,,,581.0,0.0,2504.0,,,529.0,0.0,2455.0,,,52.0,0.0,42.0,,,796.0,0.0,137.0,,,0.0,1628.0,0.0,1954.0,5159.0,0.0
G4701570021510,,,,G4701570021510,G4701570021510,G4701570021510,Tennessee,47,470,Shelby County,157,1570,21510,,,,Census Tract 215.10,Census Tract 215.10,"Census Tract 215.10, Shelby County, Tennessee",,,,2566.0,1924.0,,,,653.0,5268.0,,,,13.0,29.0,,,,149.0,638.0,43.0,133.0,,,,2005.0,4731.0,,,,1964.0,4568.0,,,,41.0,143.0,,,,146.0,797.0,0.0,0.0,3424.0,0.0,0.0,7992.0
G4701570021520,,,,G4701570021520,G4701570021520,G4701570021520,Tennessee,47,470,Shelby County,157,1570,21520,,,,Census Tract 215.20,Census Tract 215.20,"Census Tract 215.20, Shelby County, Tennessee",,,,2055.0,5422.0,,,,389.0,2903.0,,,,6.0,26.0,,,,68.0,1686.0,12.0,173.0,,,,1389.0,5187.0,,,,1314.0,4837.0,,,,69.0,339.0,,,,84.0,603.0,0.0,0.0,2530.0,0.0,0.0,10210.0
G4701570021530,,,,G4701570021530,G4701570021530,G4701570021530,Tennessee,47,470,Shelby County,157,1570,21530,,,,Census Tract 215.30,Census Tract 215.30,"Census Tract 215.30, Shelby County, Tennessee",,,,4299.0,4577.0,,,,143.0,265.0,,,,12.0,8.0,,,,69.0,444.0,44.0,67.0,,,,2255.0,2725.0,,,,2206.0,2571.0,,,,42.0,147.0,,,,57.0,194.0,0.0,0.0,4567.0,0.0,0.0,5361.0
G4701570021540,,,,G4701570021540,G4701570021540,G4701570021540,Tennessee,47,470,Shelby County,157,1570,21540,,,,Census Tract 215.40,Census Tract 215.40,"Census Tract 215.40, Shelby County, Tennessee",,,,6732.0,9846.0,,,,244.0,490.0,,,,11.0,23.0,,,,212.0,983.0,59.0,132.0,,,,3717.0,5481.0,,,,3664.0,5164.0,,,,45.0,302.0,,,,10.0,91.0,0.0,0.0,7258.0,0.0,0.0,11474.0
G4701570021600,G47015700216,G47015700216,,,,,Tennessee,47,470,Shelby County,157,1570,21600,Tract  216,State: 47 County: 157 Tract: 216,,,,,2594.0,6427.0,,,,1029.0,1554.0,,,,1.0,6.0,,,,1.0,0.0,,,,,,1478.0,3607.0,,,,1418.0,3383.0,,,,60.0,224.0,,,,925.0,874.0,,,,0.0,7987.0,0.0,3625.0,0.0,0.0
G4701570021610,,,G4701570021610,,,,Tennessee,47,470,Shelby County,157,1570,21610,,,Tract 216.10,,,,,,8976.0,,,,,205.0,,,,,11.0,,,,,37.0,,,,,,,4678.0,,,,,4592.0,,,,,79.0,,,,,331.0,,,0.0,0.0,0.0,0.0,9229.0,0.0
G4701570021611,,,,G4701570021611,G4701570021611,G4701570021611,Tennessee,47,470,Shelby County,157,1570,21611,,,,Census Tract 216.11,Census Tract 216.11,"Census Tract 216.11, Shelby County, Tennessee",,,,6421.0,5554.0,,,,225.0,261.0,,,,14.0,8.0,,,,109.0,215.0,41.0,73.0,,,,3467.0,2894.0,,,,3380.0,2644.0,,,,87.0,250.0,,,,108.0,373.0,0.0,0.0,6810.0,0.0,0.0,6111.0
G4701570021612,,,,G4701570021612,G4701570021612,G4701570021612,Tennessee,47,470,Shelby County,157,1570,21612,,,,Census Tract 216.12,Census Tract 216.12,"Census Tract 216.12, Shelby County, Tennessee",,,,4664.0,4353.0,,,,45.0,121.0,,,,10.0,8.0,,,,17.0,69.0,30.0,48.0,,,,2604.0,2719.0,,,,2526.0,2610.0,,,,78.0,109.0,,,,37.0,63.0,0.0,0.0,4766.0,0.0,0.0,4599.0
G4701570021613,,,,G4701570021613,G4701570021613,G4701570021613,Tennessee,47,470,Shelby County,157,1570,21613,,,,Census Tract 216.13,Census Tract 216.13,"Census Tract 216.13, Shelby County, Tennessee",,,,4379.0,4212.0,,,,134.0,169.0,,,,4.0,4.0,,,,69.0,217.0,35.0,42.0,,,,2301.0,2359.0,,,,2242.0,2203.0,,,,47.0,151.0,,,,182.0,14.0,0.0,0.0,4621.0,0.0,0.0,4644.0
G4701570021620,,,G4701570021620,G4701570021620,G4701570021620,G4701570021620,Tennessee,47,470,Shelby County,157,1570,21620,,,Tract 216.20,Census Tract 216.20,Census Tract 216.20,"Census Tract 216.20, Shelby County, Tennessee",,,1640.0,1249.0,1399.0,,,1436.0,1412.0,1481.0,,,9.0,6.0,2.0,,,26.0,51.0,162.0,33.0,45.0,,,1672.0,1298.0,1443.0,,,1568.0,1201.0,1330.0,,,104.0,97.0,113.0,,,600.0,361.0,381.0,0.0,0.0,2751.0,0.0,3111.0,3089.0
G4701570021700,G47015700217,,,,,,Tennessee,47,470,Shelby County,157,1570,21700,Tract  217,,,,,,1498.0,,,,,1521.0,,,,,0.0,,,,,3.0,,,,,,,912.0,,,,,890.0,,,,,17.0,,,,,1169.0,,,,,0.0,0.0,0.0,3022.0,0.0,0.0
G4701570021710,,G4701570021710,G4701570021710,G4701570021710,G4701570021710,G4701570021710,Tennessee,47,470,Shelby County,157,1570,21710,,State: 47 County: 157 Tract: 217.10,Tract 217.10,Census Tract 217.10,Census Tract 217.10,"Census Tract 217.10, Shelby County, Tennessee",,2054.0,2091.0,749.0,265.0,,98.0,344.0,1851.0,2594.0,,0.0,2.0,1.0,25.0,,0.0,47.0,255.0,213.0,44.0,17.0,,1524.0,1905.0,1710.0,1501.0,,1481.0,1891.0,1636.0,1281.0,,29.0,7.0,74.0,220.0,,55.0,103.0,569.0,802.0,0.0,2152.0,2900.0,0.0,2484.0,3114.0
G4701570021720,,G4701570021720,,,,,Tennessee,47,470,Shelby County,157,1570,21720,,State: 47 County: 157 Tract: 217.20,,,,,,4469.0,,,,,463.0,,,,,16.0,,,,,91.0,,,,,,,3423.0,,,,,3315.0,,,,,100.0,,,,,182.0,,,,0.0,5039.0,0.0,0.0,0.0,0.0
G4701570021721,,,G4701570021721,G4701570021721,G4701570021721,G4701570021721,Tennessee,47,470,Shelby County,157,1570,21721,,,Tract 217.21,Census Tract 217.21,Census Tract 217.21,"Census Tract 217.21, Shelby County, Tennessee",,,3190.0,1326.0,398.0,,,525.0,2702.0,3154.0,,,6.0,5.0,1.0,,,98.0,688.0,358.0,108.0,63.0,,,2394.0,2653.0,2389.0,,,2298.0,2525.0,1888.0,,,88.0,128.0,501.0,,,294.0,683.0,1609.0,0.0,0.0,4829.0,0.0,3819.0,3974.0
G4701570021722,,,G4701570021722,,,,Tennessee,47,470,Shelby County,157,1570,21722,,,Tract 217.22,,,,,,7135.0,,,,,1097.0,,,,,7.0,,,,,223.0,,,,,,,5822.0,,,,,5582.0,,,,,220.0,,,,,440.0,,,0.0,0.0,0.0,0.0,8462.0,0.0
G4701570021723,,,,G4701570021723,,,Tennessee,47,470,Shelby County,157,1570,21723,,,,Census Tract 217.23,,,,,,3732.0,,,,,3863.0,,,,,12.0,,,,,854.0,,200.0,,,,,4608.0,,,,,4417.0,,,,,173.0,,,,,863.0,,0.0,0.0,8661.0,0.0,0.0,0.0
G4701570021724,,,,G4701570021724,G4701570021724,G4701570021724,Tennessee,47,470,Shelby County,157,1570,21724,,,,Census Tract 217.24,Census Tract 217.24,"Census Tract 217.24, Shelby County, Tennessee",,,,720.0,238.0,,,,1314.0,1781.0,,,,8.0,4.0,,,,133.0,260.0,35.0,29.0,,,,1305.0,1283.0,,,,1259.0,1096.0,,,,34.0,187.0,,,,95.0,419.0,0.0,0.0,2210.0,0.0,0.0,2312.0
G4701570021725,,,,,G4701570021725,G4701570021725,Tennessee,47,470,Shelby County,157,1570,21725,,,,,Census Tract 217.25,"Census Tract 217.25, Shelby County, Tennessee",,,,,330.0,,,,,3291.0,,,,,11.0,,,,,390.0,,51.0,,,,,3120.0,,,,,2859.0,,,,,261.0,,,,,602.0,0.0,0.0,0.0,0.0,0.0,4073.0
G4701570021726,,,,,G4701570021726,G4701570021726,Tennessee,47,470,Shelby County,157,1570,21726,,,,,Census Tract 217.26,"Census Tract 217.26, Shelby County, Tennessee",,,,,1075.0,,,,,2808.0,,,,,1.0,,,,,212.0,,60.0,,,,,1642.0,,,,,1414.0,,,,,228.0,,,,,1566.0,0.0,0.0,0.0,0.0,0.0,4156.0
G4701570021730,,G4701570021730,G4701570021730,,,,Tennessee,47,470,Shelby County,157,1570,21730,,State: 47 County: 157 Tract: 217.30,Tract 217.30,,,,,5068.0,6647.0,,,,772.0,2186.0,,,,6.0,20.0,,,,97.0,117.0,,,,,,3434.0,5835.0,,,,3296.0,5486.0,,,,138.0,325.0,,,,346.0,784.0,,,0.0,5943.0,0.0,0.0,8970.0,0.0
G4701570021731,,,,G4701570021731,G4701570021731,G4701570021731,Tennessee,47,470,Shelby County,157,1570,21731,,,,Census Tract 217.31,Census Tract 217.31,"Census Tract 217.31, Shelby County, Tennessee",,,,380.0,261.0,,,,2781.0,2054.0,,,,18.0,4.0,,,,127.0,466.0,61.0,60.0,,,,1650.0,1303.0,,,,1554.0,978.0,,,,75.0,325.0,,,,487.0,1357.0,0.0,0.0,3367.0,0.0,0.0,2845.0
G4701570021732,,,,G4701570021732,G4701570021732,G4701570021732,Tennessee,47,470,Shelby County,157,1570,21732,,,,Census Tract 217.32,Census Tract 217.32,"Census Tract 217.32, Shelby County, Tennessee",,,,1595.0,539.0,,,,4489.0,5645.0,,,,9.0,22.0,,,,248.0,665.0,89.0,95.0,,,,3705.0,3571.0,,,,3503.0,3140.0,,,,202.0,431.0,,,,634.0,1711.0,0.0,0.0,6430.0,0.0,0.0,6966.0
G4701570021740,,G4701570021740,,,,,Tennessee,47,470,Shelby County,157,1570,21740,,State: 47 County: 157 Tract: 217.40,,,,,,6361.0,,,,,397.0,,,,,0.0,,,,,40.0,,,,,,,3550.0,,,,,3461.0,,,,,89.0,,,,,182.0,,,,0.0,6798.0,0.0,0.0,0.0,0.0
G4701570021741,,,G4701570021741,G4701570021741,G4701570021741,G4701570021741,Tennessee,47,470,Shelby County,157,1570,21741,,,Tract 217.41,Census Tract 217.41,Census Tract 217.41,"Census Tract 217.41, Shelby County, Tennessee",,,6284.0,2414.0,695.0,,,772.0,4981.0,6176.0,,,18.0,15.0,35.0,,,57.0,236.0,891.0,91.0,91.0,,,4250.0,4255.0,4592.0,,,4168.0,4071.0,3877.0,,,82.0,170.0,715.0,,,80.0,606.0,1232.0,0.0,0.0,7737.0,0.0,7131.0,7888.0
G4701570021742,,,G4701570021742,G4701570021742,,,Tennessee,47,470,Shelby County,157,1570,21742,,,Tract 217.42,Census Tract 217.42,,,,,6773.0,3380.0,,,,758.0,4799.0,,,,7.0,4.0,,,,66.0,278.0,,102.0,,,,4608.0,4895.0,,,,4504.0,4717.0,,,,104.0,161.0,,,,133.0,636.0,,0.0,0.0,8563.0,0.0,7604.0,0.0
G4701570021743,,,G4701570021743,,,,Tennessee,47,470,Shelby County,157,1570,21743,,,Tract 217.43,,,,,,6091.0,,,,,709.0,,,,,5.0,,,,,118.0,,,,,,,4077.0,,,,,3956.0,,,,,121.0,,,,,117.0,,,0.0,0.0,0.0,0.0,6923.0,0.0
G4701570021744,,,,G4701570021744,G4701570021744,G4701570021744,Tennessee,47,470,Shelby County,157,1570,21744,,,,Census Tract 217.44,Census Tract 217.44,"Census Tract 217.44, Shelby County, Tennessee",,,,3002.0,830.0,,,,2617.0,4522.0,,,,11.0,23.0,,,,171.0,413.0,81.0,91.0,,,,3327.0,3760.0,,,,3196.0,3175.0,,,,114.0,585.0,,,,171.0,698.0,0.0,0.0,5882.0,0.0,0.0,5879.0
G4701570021745,,,,G4701570021745,G4701570021745,G4701570021745,Tennessee,47,470,Shelby County,157,1570,21745,,,,Census Tract 217.45,Census Tract 217.45,"Census Tract 217.45, Shelby County, Tennessee",,,,3148.0,1184.0,,,,3301.0,6010.0,,,,12.0,19.0,,,,243.0,409.0,86.0,96.0,,,,3869.0,4941.0,,,,3758.0,4409.0,,,,111.0,532.0,,,,163.0,356.0,0.0,0.0,6790.0,0.0,0.0,7718.0
G4701570021746,,,,,G4701570021746,G4701570021746,Tennessee,47,470,Shelby County,157,1570,21746,,,,,Census Tract 217.46,"Census Tract 217.46, Shelby County, Tennessee",,,,,463.0,,,,,3868.0,,,,,3.0,,,,,188.0,,66.0,,,,,2447.0,,,,,2087.0,,,,,360.0,,,,,534.0,0.0,0.0,0.0,0.0,0.0,4588.0
G4701570021747,,,,,G4701570021747,G4701570021747,Tennessee,47,470,Shelby County,157,1570,21747,,,,,Census Tract 217.47,"Census Tract 217.47, Shelby County, Tennessee",,,,,396.0,,,,,3210.0,,,,,16.0,,,,,363.0,,50.0,,,,,2123.0,,,,,1945.0,,,,,178.0,,,,,580.0,0.0,0.0,0.0,0.0,0.0,4035.0
G4701570021750,,G4701570021750,G4701570021750,,,,Tennessee,47,470,Shelby County,157,1570,21750,,State: 47 County: 157 Tract: 217.50,Tract 217.50,,,,,602.0,5985.0,,,,165.0,670.0,,,,0.0,9.0,,,,0.0,77.0,,,,,,0.0,4032.0,,,,0.0,3909.0,,,,0.0,123.0,,,,0.0,128.0,,,0.0,767.0,0.0,0.0,6741.0,0.0
G4701570021751,,,,G4701570021751,G4701570021751,G4701570021751,Tennessee,47,470,Shelby County,157,1570,21751,,,,Census Tract 217.51,Census Tract 217.51,"Census Tract 217.51, Shelby County, Tennessee",,,,1499.0,632.0,,,,2248.0,6073.0,,,,2.0,14.0,,,,116.0,288.0,35.0,59.0,,,,2309.0,4045.0,,,,2243.0,3682.0,,,,66.0,352.0,,,,148.0,363.0,0.0,0.0,3900.0,0.0,0.0,7066.0
G4701570021752,,,,G4701570021752,G4701570021752,G4701570021752,Tennessee,47,470,Shelby County,157,1570,21752,,,,Census Tract 217.52,Census Tract 217.52,"Census Tract 217.52, Shelby County, Tennessee",,,,770.0,344.0,,,,1069.0,4085.0,,,,0.0,8.0,,,,44.0,168.0,19.0,56.0,,,,1150.0,2642.0,,,,1122.0,2494.0,,,,28.0,139.0,,,,64.0,359.0,0.0,0.0,1902.0,0.0,0.0,4661.0
G4701570021753,,,,G4701570021753,G4701570021753,G4701570021753,Tennessee,47,470,Shelby County,157,1570,21753,,,,Census Tract 217.53,Census Tract 217.53,"Census Tract 217.53, Shelby County, Tennessee",,,,1160.0,399.0,,,,1860.0,2664.0,,,,6.0,5.0,,,,107.0,213.0,45.0,42.0,,,,1937.0,1742.0,,,,1910.0,1639.0,,,,27.0,103.0,,,,104.0,245.0,0.0,0.0,3178.0,0.0,0.0,3323.0
G4701570021754,,,,G4701570021754,G4701570021754,G4701570021754,Tennessee,47,470,Shelby County,157,1570,21754,,,,Census Tract 217.54,Census Tract 217.54,"Census Tract 217.54, Shelby County, Tennessee",,,,1692.0,479.0,,,,2557.0,3797.0,,,,5.0,8.0,,,,164.0,411.0,42.0,41.0,,,,2484.0,2903.0,,,,2415.0,2632.0,,,,69.0,271.0,,,,267.0,541.0,0.0,0.0,4460.0,0.0,0.0,4736.0
G4701570021755,,,,G4701570021755,,,Tennessee,47,470,Shelby County,157,1570,21755,,,,Census Tract 217.55,,,,,,135.0,,,,,421.0,,,,,3.0,,,,,21.0,,6.0,,,,,385.0,,,,,371.0,,,,,14.0,,,,,42.0,,0.0,0.0,586.0,0.0,0.0,0.0
G4701570021756,,,,G4701570021756,,,Tennessee,47,470,Shelby County,157,1570,21756,,,,Census Tract 217.56,,,,,,75.0,,,,,25.0,,,,,0.0,,,,,0.0,,2.0,,,,,70.0,,,,,70.0,,,,,0.0,,,,,0.0,,0.0,0.0,102.0,0.0,0.0,0.0
G4701570021900,G47015700219,G47015700219,G47015700219,G4701570021900,G4701570021900,G4701570021900,Tennessee,47,470,Shelby County,157,1570,21900,Tract  219,State: 47 County: 157 Tract: 219,Tract 219,Census Tract 219,Census Tract 219,"Census Tract 219, Shelby County, Tennessee",111.0,2293.0,497.0,206.0,116.0,263.0,3050.0,5590.0,5440.0,4815.0,0.0,6.0,8.0,3.0,5.0,0.0,7.0,19.0,42.0,50.0,17.0,45.0,106.0,2709.0,3086.0,2767.0,2695.0,102.0,2465.0,2865.0,2523.0,2054.0,4.0,224.0,209.0,237.0,641.0,62.0,564.0,784.0,435.0,1217.0,0.0,5356.0,5708.0,374.0,6114.0,5031.0
G4701570022000,G47015700220,,,,,,Tennessee,47,470,Shelby County,157,1570,22000,Tract  220,,,,,,17084.0,,,,,44.0,,,,,5.0,,,,,110.0,,,,,,,8029.0,,,,,7769.0,,,,,224.0,,,,,965.0,,,,,0.0,0.0,0.0,17243.0,0.0,0.0
G4701570022010,,G4701570022010,G4701570022010,G4701570022010,,,Tennessee,47,470,Shelby County,157,1570,22010,,State: 47 County: 157 Tract: 220.10,Tract 220.10,Census Tract 220.10,,,,3132.0,1131.0,510.0,,,1891.0,4093.0,4667.0,,,10.0,6.0,14.0,,,32.0,19.0,24.0,,26.0,,,2534.0,2576.0,2593.0,,,2366.0,2324.0,2401.0,,,168.0,245.0,192.0,,,648.0,830.0,803.0,,0.0,5065.0,5241.0,0.0,5249.0,0.0
G4701570022020,,G4701570022020,,,,,Tennessee,47,470,Shelby County,157,1570,22020,,State: 47 County: 157 Tract: 220.20,,,,,,7918.0,,,,,7695.0,,,,,31.0,,,,,153.0,,,,,,,8623.0,,,,,8033.0,,,,,578.0,,,,,2154.0,,,,0.0,15797.0,0.0,0.0,0.0,0.0
G4701570022021,,,G4701570022021,G4701570022021,,,Tennessee,47,470,Shelby County,157,1570,22021,,,Tract 220.21,Census Tract 220.21,,,,,1532.0,460.0,,,,5591.0,7874.0,,,,7.0,7.0,,,,97.0,48.0,,88.0,,,,3959.0,4081.0,,,,3598.0,3731.0,,,,344.0,350.0,,,,1039.0,1652.0,,0.0,0.0,8477.0,0.0,7227.0,0.0
G4701570022022,,,G4701570022022,G4701570022022,G4701570022022,G4701570022022,Tennessee,47,470,Shelby County,157,1570,22022,,,Tract 220.22,Census Tract 220.22,Census Tract 220.22,"Census Tract 220.22, Shelby County, Tennessee",,,491.0,257.0,87.0,,,6333.0,7355.0,3210.0,,,4.0,1.0,7.0,,,61.0,136.0,53.0,73.0,20.0,,,3308.0,3156.0,1693.0,,,2952.0,2639.0,1434.0,,,356.0,504.0,259.0,,,1884.0,2815.0,1360.0,0.0,0.0,7822.0,0.0,6889.0,3377.0
G4701570022023,,,,,G4701570022023,G4701570022023,Tennessee,47,470,Shelby County,157,1570,22023,,,,,Census Tract 220.23,"Census Tract 220.23, Shelby County, Tennessee",,,,,46.0,,,,,2699.0,,,,,4.0,,,,,0.0,,8.0,,,,,1191.0,,,,,1021.0,,,,,170.0,,,,,697.0,0.0,0.0,0.0,0.0,0.0,2757.0
G4701570022024,,,,,G4701570022024,G4701570022024,Tennessee,47,470,Shelby County,157,1570,22024,,,,,Census Tract 220.24,"Census Tract 220.24, Shelby County, Tennessee",,,,,165.0,,,,,3289.0,,,,,9.0,,,,,8.0,,19.0,,,,,1886.0,,,,,1732.0,,,,,154.0,,,,,383.0,0.0,0.0,0.0,0.0,0.0,3490.0
G4701570022100,G47015700221,,,,,,Tennessee,47,470,Shelby County,157,1570,22100,Tract  221,,,,,,22164.0,,,,,79.0,,,,,4.0,,,,,110.0,,,,,,,9653.0,,,,,9404.0,,,,,208.0,,,,,842.0,,,,,0.0,0.0,0.0,22357.0,0.0,0.0
G4701570022110,,G4701570022110,,,,,Tennessee,47,470,Shelby County,157,1570,22110,,State: 47 County: 157 Tract: 221.10,,,,,,8288.0,,,,,3291.0,,,,,13.0,,,,,28.0,,,,,,,6427.0,,,,,6075.0,,,,,339.0,,,,,860.0,,,,0.0,11620.0,0.0,0.0,0.0,0.0
G4701570022111,,,G4701570022111,G4701570022111,G4701570022111,G4701570022111,Tennessee,47,470,Shelby County,157,1570,22111,,,Tract 221.11,Census Tract 221.11,Census Tract 221.11,"Census Tract 221.11, Shelby County, Tennessee",,,1387.0,392.0,200.0,,,4157.0,6001.0,5474.0,,,8.0,15.0,16.0,,,30.0,126.0,0.0,40.0,52.0,,,2650.0,2844.0,2120.0,,,2416.0,2519.0,1651.0,,,234.0,317.0,469.0,,,981.0,1478.0,1847.0,0.0,0.0,6574.0,0.0,5582.0,5742.0
G4701570022112,,,G4701570022112,G4701570022112,G4701570022112,G4701570022112,Tennessee,47,470,Shelby County,157,1570,22112,,,Tract 221.12,Census Tract 221.12,Census Tract 221.12,"Census Tract 221.12, Shelby County, Tennessee",,,1047.0,320.0,152.0,,,5034.0,6276.0,5803.0,,,3.0,4.0,10.0,,,52.0,68.0,20.0,37.0,29.0,,,3237.0,3192.0,3174.0,,,2955.0,2833.0,2583.0,,,282.0,359.0,591.0,,,916.0,1424.0,1689.0,0.0,0.0,6705.0,0.0,6136.0,6014.0
G4701570022120,,G4701570022120,G4701570022120,G4701570022120,,,Tennessee,47,470,Shelby County,157,1570,22120,,State: 47 County: 157 Tract: 221.20,Tract 221.20,Census Tract 221.20,,,,6632.0,2514.0,883.0,,,2271.0,6526.0,8195.0,,,34.0,7.0,9.0,,,48.0,103.0,113.0,,66.0,,,5287.0,5369.0,5013.0,,,5059.0,5004.0,4733.0,,,213.0,358.0,260.0,,,352.0,727.0,727.0,,0.0,8985.0,9266.0,0.0,9150.0,0.0
G4701570022121,,,,,G4701570022121,G4701570022121,Tennessee,47,470,Shelby County,157,1570,22121,,,,,Census Tract 221.21,"Census Tract 221.21, Shelby County, Tennessee",,,,,242.0,,,,,4148.0,,,,,3.0,,,,,10.0,,33.0,,,,,1955.0,,,,,1780.0,,,,,175.0,,,,,965.0,0.0,0.0,0.0,0.0,0.0,4436.0
G4701570022122,,,,,G4701570022122,G4701570022122,Tennessee,47,470,Shelby County,157,1570,22122,,,,,Census Tract 221.22,"Census Tract 221.22, Shelby County, Tennessee",,,,,129.0,,,,,3819.0,,,,,3.0,,,,,20.0,,24.0,,,,,1997.0,,,,,1555.0,,,,,442.0,,,,,952.0,0.0,0.0,0.0,0.0,0.0,3995.0
G4701570022130,,G4701570022130,G4701570022130,G4701570022130,G4701570022130,G4701570022130,Tennessee,47,470,Shelby County,157,1570,22130,,State: 47 County: 157 Tract: 221.30,Tract 221.30,Census Tract 221.30,Census Tract 221.30,"Census Tract 221.30, Shelby County, Tennessee",,5117.0,1738.0,463.0,247.0,,1219.0,4705.0,5881.0,5614.0,,12.0,13.0,11.0,3.0,,89.0,37.0,62.0,23.0,31.0,33.0,,3355.0,3459.0,3018.0,2976.0,,3200.0,3177.0,2790.0,2462.0,,149.0,275.0,216.0,514.0,,526.0,645.0,1167.0,1646.0,0.0,6437.0,6448.0,0.0,6493.0,5920.0
G4701570022200,G47015700222,,,,,,Tennessee,47,470,Shelby County,157,1570,22200,Tract  222,,,,,,1808.0,,,,,8652.0,,,,,14.0,,,,,5.0,,,,,,,3659.0,,,,,3434.0,,,,,212.0,,,,,2957.0,,,,,0.0,0.0,0.0,10479.0,0.0,0.0
G4701570022210,,G4701570022210,G4701570022210,G4701570022210,G4701570022210,G4701570022210,Tennessee,47,470,Shelby County,157,1570,22210,,State: 47 County: 157 Tract: 222.10,Tract 222.10,Census Tract 222.10,Census Tract 222.10,"Census Tract 222.10, Shelby County, Tennessee",,196.0,215.0,97.0,47.0,,6508.0,5635.0,5032.0,4503.0,,22.0,9.0,5.0,27.0,,0.0,16.0,6.0,9.0,40.0,29.0,,2412.0,2717.0,2224.0,2076.0,,2077.0,2367.0,2021.0,1676.0,,328.0,344.0,203.0,400.0,,2608.0,1445.0,1214.0,1249.0,0.0,6726.0,5180.0,0.0,5875.0,4615.0
G4701570022220,,G4701570022220,G4701570022220,G4701570022220,G4701570022220,G4701570022220,Tennessee,47,470,Shelby County,157,1570,22220,,State: 47 County: 157 Tract: 222.20,Tract 222.20,Census Tract 222.20,Census Tract 222.20,"Census Tract 222.20, Shelby County, Tennessee",,316.0,155.0,78.0,57.0,,5941.0,5091.0,4591.0,3948.0,,0.0,0.0,3.0,11.0,,4.0,3.0,5.0,34.0,11.0,49.0,,2271.0,2435.0,1766.0,1836.0,,1994.0,2106.0,1460.0,1322.0,,254.0,325.0,306.0,514.0,,1888.0,1509.0,1243.0,1666.0,0.0,6261.0,4688.0,0.0,5249.0,4099.0
G4701570022300,G47015700223,,,,,,Tennessee,47,470,Shelby County,157,1570,22300,Tract  223,,,,,,17152.0,,,,,4868.0,,,,,17.0,,,,,80.0,,,,,,,8472.0,,,,,8089.0,,,,,357.0,,,,,2094.0,,,,,0.0,0.0,0.0,22117.0,0.0,0.0
G4701570022310,,G4701570022310,G4701570022310,G4701570022310,G4701570022310,G4701570022310,Tennessee,47,470,Shelby County,157,1570,22310,,State: 47 County: 157 Tract: 223.10,Tract 223.10,Census Tract 223.10,Census Tract 223.10,"Census Tract 223.10, Shelby County, Tennessee",,230.0,121.0,67.0,35.0,,9180.0,7748.0,6267.0,5429.0,,4.0,1.0,4.0,6.0,,0.0,4.0,5.0,7.0,22.0,43.0,,3557.0,3304.0,2295.0,2149.0,,2762.0,2843.0,1857.0,1704.0,,782.0,453.0,438.0,445.0,,3592.0,2976.0,2073.0,1342.0,0.0,9414.0,6365.0,0.0,7874.0,5520.0
G4701570022320,,G4701570022320,G4701570022320,,,,Tennessee,47,470,Shelby County,157,1570,22320,,State: 47 County: 157 Tract: 223.20,Tract 223.20,,,,,1531.0,559.0,,,,8553.0,8796.0,,,,20.0,3.0,,,,0.0,12.0,,,,,,4767.0,5003.0,,,,4364.0,4445.0,,,,390.0,520.0,,,,1255.0,1457.0,,,0.0,10104.0,0.0,0.0,9370.0,0.0
G4701570022321,,,,G4701570022321,G4701570022321,G4701570022321,Tennessee,47,470,Shelby County,157,1570,22321,,,,Census Tract 223.21,Census Tract 223.21,"Census Tract 223.21, Shelby County, Tennessee",,,,73.0,35.0,,,,3751.0,3977.0,,,,2.0,13.0,,,,12.0,4.0,8.0,23.0,,,,1788.0,1809.0,,,,1636.0,1562.0,,,,152.0,247.0,,,,890.0,773.0,0.0,0.0,3846.0,0.0,0.0,4052.0
G4701570022322,,,,G4701570022322,G4701570022322,G4701570022322,Tennessee,47,470,Shelby County,157,1570,22322,,,,Census Tract 223.22,Census Tract 223.22,"Census Tract 223.22, Shelby County, Tennessee",,,,130.0,62.0,,,,4563.0,4108.0,,,,4.0,6.0,,,,3.0,6.0,24.0,15.0,,,,2522.0,2191.0,,,,2318.0,1795.0,,,,204.0,396.0,,,,440.0,581.0,0.0,0.0,4724.0,0.0,0.0,4197.0
